id,state
1_00093,flights_3-airlines=southwest airlines|flights_3-departure_date=march 10th|flights_3-destination_city=san diego|flights_3-flight_class=southwest airlines|flights_3-inbound_departure_time=6:25 am|flights_3-number_checked_bags=10|flights_3-origin_city=san diego|flights_3-outbound_departure_time=6:25 am|flights_3-passengers=10|flights_3-return_date=march 13th
1_00094,flights_3-airlines=delta|flights_3-arrives_next_day=economy|flights_3-departure_date=3rd of march|flights_3-destination_airport_name=1|flights_3-destination_city=sydney|flights_3-flight_class=economy|flights_3-inbound_arrival_time=3:55 pm|flights_3-inbound_departure_time=3:55 pm|flights_3-number_checked_bags=1|flights_3-number_stops=1|flights_3-origin_airport_name=1|flights_3-origin_city=sydney|flights_3-outbound_arrival_time=3:55 pm|flights_3-outbound_departure_time=3:55 pm|flights_3-passengers=1|flights_3-return_date=3rd of march
1_00095,flights_3-airlines=southwest airlines|flights_3-arrives_next_day=yes|flights_3-departure_date=march 9th|flights_3-destination_airport_name=146|flights_3-destination_city=phoenix|flights_3-flight_class=american airlines|flights_3-inbound_arrival_time=6:35 pm|flights_3-inbound_departure_time=9:15 am|flights_3-number_checked_bags=146|flights_3-origin_airport_name=146|flights_3-origin_city=phoenix|flights_3-outbound_arrival_time=9:15 am|flights_3-outbound_departure_time=9:15 am|flights_3-passengers=146|flights_3-return_date=march 9th
1_00096,flights_3-airlines=delta airlines|flights_3-departure_date=14th of this month|flights_3-destination_airport_name=12|flights_3-destination_city=chicago|flights_3-flight_class=economy|flights_3-inbound_arrival_time=7:05 am|flights_3-inbound_departure_time=7:05 am|flights_3-number_checked_bags=2|flights_3-number_stops=12|flights_3-origin_airport_name=12|flights_3-origin_city=chicago|flights_3-outbound_arrival_time=7:05 am|flights_3-outbound_departure_time=7:05 am|flights_3-passengers=12|flights_3-return_date=14th of this month
1_00097,flights_3-airlines=delta airlines|flights_3-departure_date=march 4th|flights_3-destination_city=atlanta|flights_3-flight_class=delta airlines|flights_3-inbound_arrival_time=6:25 pm|flights_3-inbound_departure_time=6:25 pm|flights_3-number_checked_bags=3|flights_3-number_stops=3|flights_3-origin_city=atlanta|flights_3-outbound_arrival_time=6:25 pm|flights_3-outbound_departure_time=6:25 pm|flights_3-passengers=3|flights_3-return_date=march 4th
1_00098,flights_3-airlines=united|flights_3-arrives_next_day=economy|flights_3-departure_date=next monday|flights_3-destination_airport_name=1|flights_3-destination_city=seattle|flights_3-flight_class=economy|flights_3-inbound_arrival_time=5:05 pm|flights_3-inbound_departure_time=5:05 pm|flights_3-number_checked_bags=1|flights_3-number_stops=1|flights_3-origin_airport_name=1|flights_3-origin_city=seattle|flights_3-outbound_arrival_time=5:05 pm|flights_3-outbound_departure_time=5:05 pm|flights_3-passengers=1|flights_3-return_date=next monday
1_00099,flights_3-airlines=southwest airlines|flights_3-departure_date=8th of march|flights_3-destination_city=new york|flights_3-flight_class=southwest airlines|flights_3-inbound_arrival_time=3 pm|flights_3-inbound_departure_time=4:10 am|flights_3-origin_city=new york|flights_3-outbound_arrival_time=3 pm|flights_3-outbound_departure_time=4:10 am|flights_3-return_date=8th of march
1_00100,flights_3-airlines=delta|flights_3-arrives_next_day=yes|flights_3-departure_date=13th of march|flights_3-destination_airport_name=233|flights_3-destination_city=los angeles|flights_3-flight_class=delta|flights_3-inbound_arrival_time=2:50 am|flights_3-inbound_departure_time=4:35 am|flights_3-number_checked_bags=11|flights_3-number_stops=11|flights_3-origin_airport_name=11|flights_3-origin_city=los angeles|flights_3-outbound_arrival_time=2:50 am|flights_3-outbound_departure_time=4:35 am|flights_3-passengers=11|flights_3-return_date=13th of march
1_00101,flights_3-airlines=united airlines|flights_3-arrives_next_day=economy|flights_3-departure_date=4th of this month|flights_3-destination_city=chicago|flights_3-flight_class=economy|flights_3-inbound_arrival_time=11 pm|flights_3-inbound_departure_time=11 pm|flights_3-number_checked_bags=426|flights_3-origin_airport_name=1|flights_3-origin_city=chicago|flights_3-outbound_arrival_time=11 pm|flights_3-outbound_departure_time=11 pm|flights_3-passengers=1|flights_3-return_date=wednesday next week
1_00102,flights_3-airlines=american|flights_3-arrives_next_day=ok|flights_3-departure_date=wednesday next week|flights_3-destination_airport_name=1|flights_3-destination_city=san francisco|flights_3-flight_class=american airlines|flights_3-inbound_arrival_time=2 am|flights_3-inbound_departure_time=6 pm|flights_3-origin_airport_name=1|flights_3-origin_city=san francisco|flights_3-outbound_arrival_time=2 am|flights_3-outbound_departure_time=6 pm|flights_3-return_date=next week
1_00103,flights_3-airlines=american|flights_3-departure_date=the 14th|flights_3-destination_city=new york|flights_3-flight_class=american airlines|flights_3-inbound_arrival_time=8:46 am|flights_3-inbound_departure_time=7:55 am|flights_3-origin_airport_name=12|flights_3-origin_city=philadelphia|flights_3-outbound_arrival_time=8:46 am|flights_3-outbound_departure_time=7:55 am|flights_3-passengers=12|flights_3-return_date=the 14th
1_00104,flights_3-airlines=american|flights_3-arrives_next_day=march 13th|flights_3-departure_date=march 13th|flights_3-destination_airport_name=american airlines|flights_3-destination_city=toronto|flights_3-flight_class=american airlines|flights_3-inbound_arrival_time=10:45 am|flights_3-inbound_departure_time=10:45 am|flights_3-number_checked_bags=93|flights_3-origin_airport_name=13|flights_3-origin_city=toronto|flights_3-outbound_arrival_time=10:45 am|flights_3-outbound_departure_time=10:45 am|flights_3-passengers=3|flights_3-return_date=march 13th
1_00105,flights_3-airlines=delta|flights_3-arrives_next_day=3|flights_3-departure_date=tuesday next week|flights_3-destination_airport_name=1|flights_3-destination_city=new york|flights_3-flight_class=economy|flights_3-inbound_arrival_time=8:05 am|flights_3-inbound_departure_time=1:17 am|flights_3-number_checked_bags=1|flights_3-number_stops=1|flights_3-origin_airport_name=1|flights_3-origin_city=new york|flights_3-outbound_arrival_time=8:05 am|flights_3-outbound_departure_time=1:17 am|flights_3-passengers=1|flights_3-return_date=tuesday next week
1_00106,flights_3-airlines=delta airlines|flights_3-departure_date=the 10th|flights_3-destination_airport_name=11|flights_3-destination_city=san francisco|flights_3-flight_class=economy|flights_3-inbound_arrival_time=10:36 pm|flights_3-inbound_departure_time=2:30 pm|flights_3-number_checked_bags=135|flights_3-origin_airport_name=11|flights_3-origin_city=san francisco|flights_3-outbound_arrival_time=10:36 pm|flights_3-outbound_departure_time=2:30 pm|flights_3-passengers=11|flights_3-return_date=the 10th
1_00107,flights_3-airlines=united airlines|flights_3-arrives_next_day=united|flights_3-departure_date=march 7th|flights_3-destination_city=new york|flights_3-flight_class=united airlines|flights_3-inbound_arrival_time=6:20 am|flights_3-inbound_departure_time=5:15 am|flights_3-number_checked_bags=1|flights_3-number_stops=1|flights_3-origin_airport_name=1|flights_3-origin_city=new york|flights_3-outbound_arrival_time=6:20 am|flights_3-outbound_departure_time=5:15 am|flights_3-passengers=1|flights_3-return_date=march 7th
1_00108,flights_3-airlines=american|flights_3-departure_date=14th of march|flights_3-destination_city=los angeles|flights_3-flight_class=american airlines|flights_3-inbound_arrival_time=10:30 am|flights_3-inbound_departure_time=7:40 am|flights_3-number_checked_bags=10|flights_3-origin_city=los angeles|flights_3-outbound_arrival_time=10:30 am|flights_3-outbound_departure_time=7:40 am|flights_3-passengers=10|flights_3-return_date=14th of march
1_00109,flights_3-airlines=american|flights_3-arrives_next_day=plan|flights_3-departure_date=8th of march|flights_3-destination_city=chicago|flights_3-flight_class=american airlines|flights_3-inbound_arrival_time=12:59 pm|flights_3-inbound_departure_time=9:40 am|flights_3-origin_city=chicago|flights_3-outbound_arrival_time=12:59 pm|flights_3-outbound_departure_time=9:40 am|flights_3-passengers=129|flights_3-return_date=8th of march
1_00110,flights_3-airlines=alaska|flights_3-departure_date=13th of this month|flights_3-destination_airport_name=154|flights_3-destination_city=san francisco|flights_3-flight_class=alaska airlines|flights_3-inbound_arrival_time=11:40 am|flights_3-inbound_departure_time=11:40 am|flights_3-number_checked_bags=zero|flights_3-number_stops=154|flights_3-origin_airport_name=154|flights_3-origin_city=san francisco|flights_3-outbound_arrival_time=11:40 am|flights_3-outbound_departure_time=11:40 am|flights_3-passengers=154|flights_3-return_date=13th of this month
1_00111,flights_3-airlines=delta|flights_3-arrives_next_day=yes|flights_3-departure_date=the 8th|flights_3-destination_airport_name=138|flights_3-destination_city=seattle|flights_3-flight_class=economy|flights_3-inbound_arrival_time=8:25 pm|flights_3-inbound_departure_time=8:25 pm|flights_3-number_checked_bags=138|flights_3-number_stops=138|flights_3-origin_airport_name=4|flights_3-origin_city=seattle|flights_3-outbound_arrival_time=8:25 pm|flights_3-outbound_departure_time=8:25 pm|flights_3-passengers=2|flights_3-return_date=the 8th
1_00112,flights_3-airlines=delta|flights_3-arrives_next_day=no|flights_3-departure_date=3rd of march|flights_3-destination_airport_name=30|flights_3-destination_city=washington|flights_3-flight_class=delta airlines|flights_3-inbound_arrival_time=4:05 pm|flights_3-inbound_departure_time=4:05 pm|flights_3-number_checked_bags=30|flights_3-number_stops=30|flights_3-origin_airport_name=30|flights_3-origin_city=washington|flights_3-outbound_arrival_time=4:05 pm|flights_3-outbound_departure_time=4:05 pm|flights_3-passengers=30|flights_3-return_date=3rd of march
1_00113,flights_3-airlines=american|flights_3-departure_date=march 8th|flights_3-destination_city=chicago|flights_3-flight_class=american|flights_3-inbound_arrival_time=7:22 pm|flights_3-inbound_departure_time=9:30 am|flights_3-origin_city=chicago|flights_3-outbound_arrival_time=7:22 pm|flights_3-outbound_departure_time=9:30 am|flights_3-return_date=the 10th
1_00114,flights_3-airlines=american|flights_3-arrives_next_day=no|flights_3-departure_date=next monday|flights_3-destination_airport_name=1|flights_3-destination_city=washington|flights_3-flight_class=american airlines|flights_3-inbound_arrival_time=9:40 am|flights_3-inbound_departure_time=9:40 am|flights_3-number_checked_bags=1|flights_3-number_stops=1|flights_3-origin_airport_name=1|flights_3-origin_city=washington|flights_3-outbound_arrival_time=9:40 am|flights_3-outbound_departure_time=9:40 am|flights_3-passengers=1|flights_3-return_date=next monday
1_00115,flights_3-airlines=delta airlines|flights_3-arrives_next_day=no|flights_3-departure_date=march 12th|flights_3-destination_city=seattle|flights_3-flight_class=economy|flights_3-inbound_arrival_time=8:05 am|flights_3-inbound_departure_time=8:05 am|flights_3-number_checked_bags=0|flights_3-number_stops=10|flights_3-origin_city=seattle|flights_3-outbound_arrival_time=8:05 am|flights_3-outbound_departure_time=8:05 am|flights_3-passengers=322|flights_3-return_date=march 12th
1_00116,flights_3-airlines=southwest airlines|flights_3-arrives_next_day=economy|flights_3-departure_date=next tuesday|flights_3-destination_airport_name=301|flights_3-destination_city=seattle|flights_3-flight_class=economy|flights_3-inbound_arrival_time=6:25 am|flights_3-inbound_departure_time=6:25 am|flights_3-number_checked_bags=325|flights_3-origin_airport_name=301|flights_3-origin_city=seattle|flights_3-outbound_arrival_time=6:25 am|flights_3-outbound_departure_time=6:25 am|flights_3-passengers=325|flights_3-return_date=next tuesday
1_00117,flights_3-airlines=american airlines|flights_3-departure_date=march 10th|flights_3-destination_city=atlanta|flights_3-flight_class=american airlines|flights_3-inbound_arrival_time=11 am|flights_3-inbound_departure_time=11 am|flights_3-number_stops=1|flights_3-origin_city=atlanta|flights_3-outbound_arrival_time=11 am|flights_3-outbound_departure_time=11 am|flights_3-return_date=march 10th
1_00118,flights_3-airlines=delta|flights_3-arrives_next_day=12|flights_3-departure_date=14th of march|flights_3-destination_airport_name=12|flights_3-destination_city=atlanta|flights_3-flight_class=economy|flights_3-inbound_arrival_time=4:05 pm|flights_3-inbound_departure_time=7:55 pm|flights_3-number_checked_bags=12|flights_3-number_stops=12|flights_3-origin_airport_name=12|flights_3-origin_city=atlanta|flights_3-outbound_arrival_time=4:05 pm|flights_3-outbound_departure_time=7:55 pm|flights_3-passengers=12|flights_3-return_date=14th of march
1_00119,flights_3-airlines=delta|flights_3-departure_date=march 9th|flights_3-destination_airport_name=delta airlines|flights_3-destination_city=vancouver|flights_3-flight_class=delta airlines|flights_3-inbound_arrival_time=4:05 pm|flights_3-inbound_departure_time=4:05 pm|flights_3-number_checked_bags=2|flights_3-origin_airport_name=1|flights_3-origin_city=vancouver|flights_3-outbound_arrival_time=4:05 pm|flights_3-outbound_departure_time=4:05 pm|flights_3-passengers=2|flights_3-return_date=march 9th
1_00120,flights_3-airlines=american|flights_3-arrives_next_day=wednesday from toronto to atlantawould you like to fly on air canada|flights_3-departure_date=march 8th|flights_3-destination_city=atlanta|flights_3-flight_class=american|flights_3-inbound_arrival_time=2:20 am|flights_3-inbound_departure_time=2:20 am|flights_3-number_checked_bags=1|flights_3-number_stops=1|flights_3-origin_airport_name=1|flights_3-origin_city=atlanta|flights_3-outbound_arrival_time=2:20 am|flights_3-outbound_departure_time=2:20 am|flights_3-passengers=1|flights_3-return_date=march 8th
1_00121,flights_3-airlines=american|flights_3-arrives_next_day=3rd of march|flights_3-departure_date=3rd of march|flights_3-destination_city=philadelphia|flights_3-flight_class=american airlines|flights_3-inbound_arrival_time=5:50 pm|flights_3-inbound_departure_time=5:50 pm|flights_3-number_checked_bags=0|flights_3-number_stops=1|flights_3-origin_city=philadelphia|flights_3-outbound_arrival_time=5:50 pm|flights_3-outbound_departure_time=5:50 pm|flights_3-passengers=3|flights_3-return_date=3rd of march
1_00122,flights_3-airlines=american|flights_3-arrives_next_day=no|flights_3-departure_date=march 9th|flights_3-destination_airport_name=1|flights_3-destination_city=las vegas|flights_3-flight_class=american|flights_3-inbound_arrival_time=1:55 pm|flights_3-inbound_departure_time=1:55 pm|flights_3-number_checked_bags=1|flights_3-number_stops=1|flights_3-origin_airport_name=1|flights_3-origin_city=las vegas|flights_3-outbound_arrival_time=1:55 pm|flights_3-outbound_departure_time=1:55 pm|flights_3-passengers=1|flights_3-return_date=march 9th
23_00127,flights_4-airlines=american|flights_4-departure_date=march 4th|flights_4-destination_airport=chi-town|flights_4-inbound_departure_time=11:20 am|flights_4-is_nonstop=yes|flights_4-number_of_tickets=11|flights_4-origin_airport=nyc|flights_4-outbound_departure_time=11:20 am|flights_4-return_date=march 4th|flights_4-seating_class=11|trains_1-date_of_journey=march 4th|trains_1-from=march 4th|trains_1-journey_start_time=6:10 am|trains_1-number_of_adults=11|trains_1-to=chi-town|trains_1-trip_protection=yes
24_00000,flights_4-airlines=united airlines|flights_4-departure_date=14th of march|flights_4-destination_airport=sfo|flights_4-inbound_arrival_time=0:50 am|flights_4-inbound_departure_time=40 am|flights_4-is_nonstop=yes|flights_4-number_of_tickets=12|flights_4-origin_airport=san diego|flights_4-outbound_arrival_time=40 am|flights_4-outbound_departure_time=6:40 am|flights_4-return_date=march 7th|flights_4-seating_class=12|trains_1-date_of_journey=march 7th|trains_1-from=12|trains_1-journey_start_time=6:40 am|trains_1-number_of_adults=12|trains_1-to=sfo|trains_1-trip_protection=yes
24_00001,flights_4-airlines=american airlines|flights_4-departure_date=march 13th|flights_4-destination_airport=atlanta|flights_4-inbound_departure_time=3:20 pm|flights_4-is_nonstop=american|flights_4-number_of_tickets=1|flights_4-origin_airport=phillyi|flights_4-outbound_departure_time=3:20 pm|flights_4-return_date=march 13th|flights_4-seating_class=1|trains_1-date_of_journey=4th of march|trains_1-from=4th of march|trains_1-journey_start_time=11:40 am|trains_1-number_of_adults=20|trains_1-to=atlanta|trains_1-trip_protection=13
24_00002,flights_4-airlines=united airlines|flights_4-departure_date=7th of this month|flights_4-destination_airport=philadelphia|flights_4-inbound_arrival_time=4:25 pm|flights_4-inbound_departure_time=4:25 pm|flights_4-is_nonstop=yes|flights_4-number_of_tickets=1|flights_4-origin_airport=chicago|flights_4-outbound_departure_time=4:25 pm|flights_4-return_date=7th of this month|flights_4-seating_class=1|trains_1-date_of_journey=12th of march|trains_1-from=12th of march|trains_1-journey_start_time=2:40 pm|trains_1-number_of_adults=1|trains_1-to=philadelphia|trains_1-trip_protection=yes
24_00003,flights_4-departure_date=march 10th|flights_4-destination_airport=new york|flights_4-inbound_departure_time=1:20 pm|flights_4-is_nonstop=yes|flights_4-number_of_tickets=1|flights_4-origin_airport=new york|flights_4-outbound_departure_time=1:20 pm|flights_4-return_date=march 10th|flights_4-seating_class=1|trains_1-date_of_journey=march 10th|trains_1-from=new york|trains_1-journey_start_time=10:50 am|trains_1-number_of_adults=1|trains_1-to=new york|trains_1-trip_protection=1
24_00004,flights_4-airlines=southwest|flights_4-departure_date=march 4th|flights_4-destination_airport=atlanta|flights_4-inbound_departure_time=9:25 pm|flights_4-is_nonstop=yes|flights_4-number_of_tickets=45|flights_4-origin_airport=atlanta|flights_4-outbound_departure_time=9:25 pm|flights_4-return_date=march 4th|flights_4-seating_class=45|trains_1-date_of_journey=march 4th|trains_1-from=atlanta|trains_1-journey_start_time=8:20 am|trains_1-number_of_adults=45|trains_1-to=atlanta|trains_1-trip_protection=yes
24_00005,flights_4-airlines=yes|flights_4-departure_date=march 14th|flights_4-destination_airport=los angeles|flights_4-inbound_departure_time=10:05 am|flights_4-is_nonstop=yes|flights_4-number_of_tickets=243|flights_4-origin_airport=los angeles|flights_4-outbound_departure_time=10:05 am|flights_4-return_date=march 14th|flights_4-seating_class=243|trains_1-date_of_journey=10th of march|trains_1-from=sd|trains_1-journey_start_time=12 pm|trains_1-number_of_adults=243|trains_1-to=los angeles|trains_1-trip_protection=yes
24_00006,flights_4-airlines=flexible|flights_4-departure_date=4th of march|flights_4-destination_airport=seattle|flights_4-inbound_arrival_time=10:43 am|flights_4-inbound_departure_time=9:45 am|flights_4-is_nonstop=seattle|flights_4-number_of_tickets=10|flights_4-origin_airport=portland|flights_4-outbound_departure_time=9:45 am|flights_4-return_date=4th of march|flights_4-seating_class=10|trains_1-date_of_journey=4th of march|trains_1-from=seattle|trains_1-journey_start_time=9:10 am|trains_1-number_of_adults=10|trains_1-to=seattle|trains_1-trip_protection=10
24_00007,flights_4-airlines=flexible|flights_4-departure_date=2nd of this month|flights_4-destination_airport=washington|flights_4-inbound_arrival_time=11:33 pm|flights_4-inbound_departure_time=8:35 pm|flights_4-number_of_tickets=2|flights_4-origin_airport=chicago|flights_4-outbound_arrival_time=11:33 pm|flights_4-outbound_departure_time=8:35 pm|flights_4-return_date=2nd of this month|flights_4-seating_class=181|trains_1-date_of_journey=next wednesday|trains_1-from=chicago|trains_1-journey_start_time=6:20 am|trains_1-number_of_adults=181|trains_1-to=chicago|trains_1-trip_protection=yes
24_00008,flights_4-airlines=american|flights_4-departure_date=march 4th|flights_4-destination_airport=chicago|flights_4-inbound_departure_time=7:30 am|flights_4-is_nonstop=yes|flights_4-number_of_tickets=129|flights_4-origin_airport=philadelphia|flights_4-outbound_departure_time=7:30 am|flights_4-return_date=march 4th|flights_4-seating_class=129|trains_1-date_of_journey=march 7th|trains_1-from=chicago|trains_1-journey_start_time=12:10 pm|trains_1-number_of_adults=129|trains_1-to=chicago|trains_1-trip_protection=yes
24_00009,flights_4-departure_date=1st of march|flights_4-destination_airport=new york|flights_4-inbound_departure_time=10:55 pm|flights_4-is_nonstop=yes|flights_4-number_of_tickets=12|flights_4-origin_airport=new york|flights_4-outbound_arrival_time=10:55 pm|flights_4-outbound_departure_time=10:55 pm|flights_4-return_date=1st of march|trains_1-date_of_journey=1st of march|trains_1-from=new york|trains_1-journey_start_time=6:20 am|trains_1-number_of_adults=12|trains_1-to=new york|trains_1-trip_protection=yes
24_00010,flights_4-airlines=flight|flights_4-departure_date=march 5th|flights_4-destination_airport=san fran|flights_4-inbound_departure_time=9:10 pm|flights_4-is_nonstop=yes|flights_4-number_of_tickets=14|flights_4-origin_airport=san fran|flights_4-outbound_departure_time=9:10 pm|flights_4-return_date=march 5th|flights_4-seating_class=14|trains_1-date_of_journey=march 5th|trains_1-from=sd|trains_1-journey_start_time=8 am|trains_1-number_of_adults=14|trains_1-to=san fran.on which date will you depart and from which city?leaving on the 14th from sd|trains_1-trip_protection=yes
24_00011,flights_4-departure_date=14th of this month|flights_4-destination_airport=new york|flights_4-inbound_arrival_time=9:25 pm|flights_4-inbound_departure_time=9:25 pm|flights_4-is_nonstop=yes|flights_4-number_of_tickets=14|flights_4-origin_airport=washington|flights_4-outbound_arrival_time=9:25 pm|flights_4-outbound_departure_time=9:25 pm|flights_4-return_date=14th of this month|trains_1-date_of_journey=10th of march|trains_1-from=10th of march|trains_1-journey_start_time=6:20 am|trains_1-number_of_adults=14|trains_1-to=new york
24_00012,flights_4-airlines=american|flights_4-departure_date=13th of this month|flights_4-destination_airport=chicago|flights_4-inbound_departure_time=11:20 am|flights_4-is_nonstop=american airlines has a flight leaving at 11:20 am for $180okay. look for trains with flexible|flights_4-number_of_tickets=1|flights_4-origin_airport=new york|flights_4-outbound_departure_time=11:20 am|flights_4-return_date=13th of this month|flights_4-seating_class=1|trains_1-date_of_journey=13th of this month|trains_1-from=chicago|trains_1-journey_start_time=7:50 am|trains_1-number_of_adults=1|trains_1-to=chicago|trains_1-trip_protection=1
24_00013,flights_4-departure_date=11th of march|flights_4-destination_airport=phoenix|flights_4-inbound_departure_time=3:50 pm|flights_4-is_nonstop=yes|flights_4-number_of_tickets=3|flights_4-origin_airport=sfo|flights_4-outbound_departure_time=3:50 pm|flights_4-return_date=11th of march|trains_1-date_of_journey=6th of march|trains_1-from=sfo|trains_1-journey_start_time=6 am|trains_1-number_of_adults=3|trains_1-to=phoenix|trains_1-trip_protection=yes
24_00014,flights_4-airlines=economy|flights_4-departure_date=9th of march|flights_4-destination_airport=washington|flights_4-inbound_arrival_time=4:46 pm|flights_4-inbound_departure_time=2:55 pm|flights_4-is_nonstop=yes|flights_4-number_of_tickets=2|flights_4-origin_airport=atl|flights_4-outbound_arrival_time=4:46 pm|flights_4-outbound_departure_time=2:55 pm|flights_4-return_date=9th of march|flights_4-seating_class=2|trains_1-date_of_journey=march 11th|trains_1-from=march 11th|trains_1-journey_start_time=1 pm|trains_1-number_of_adults=2|trains_1-to=washington|trains_1-trip_protection=yes
24_00015,flights_4-departure_date=march 3rd|flights_4-destination_airport=phoenix|flights_4-inbound_departure_time=11 pm|flights_4-number_of_tickets=2|flights_4-origin_airport=phoenix|flights_4-outbound_departure_time=11 pm|flights_4-return_date=march 3rd|trains_1-date_of_journey=march 3rd|trains_1-from=phoenix|trains_1-journey_start_time=6:20 am|trains_1-number_of_adults=2|trains_1-to=phoenix|trains_1-trip_protection=yes
24_00016,flights_4-departure_date=march 14th|flights_4-destination_airport=san diego|flights_4-inbound_arrival_time=4:20 pm|flights_4-inbound_departure_time=4:20 pm|flights_4-is_nonstop=yes|flights_4-number_of_tickets=14|flights_4-origin_airport=san diego|flights_4-outbound_arrival_time=4:20 pm|flights_4-outbound_departure_time=4:20 pm|flights_4-return_date=march 14th|flights_4-seating_class=14|trains_1-date_of_journey=wednesday|trains_1-from=san diego|trains_1-journey_start_time=6 am|trains_1-number_of_adults=14|trains_1-to=san diego|trains_1-trip_protection=yes
24_00017,flights_4-airlines=economy|flights_4-departure_date=1st of march|flights_4-destination_airport=la|flights_4-inbound_arrival_time=12:25 pm|flights_4-inbound_departure_time=12:25 pm|flights_4-is_nonstop=yes|flights_4-number_of_tickets=1|flights_4-origin_airport=san franto|flights_4-outbound_arrival_time=12:25 pm|flights_4-outbound_departure_time=12:25 pm|flights_4-return_date=1st of march|flights_4-seating_class=1|trains_1-date_of_journey=1st of march|trains_1-from=1st of march|trains_1-journey_start_time=8:40 am|trains_1-number_of_adults=1|trains_1-to=la|trains_1-trip_protection=yes
24_00018,flights_4-airlines=economy|flights_4-departure_date=march 1st|flights_4-destination_airport=washington|flights_4-inbound_arrival_time=5:10 pm|flights_4-inbound_departure_time=5:10 pm|flights_4-is_nonstop=yes|flights_4-number_of_tickets=12|flights_4-origin_airport=ny.and where will you be travelling to?i'll be travelling to washington|flights_4-outbound_arrival_time=5:10 pm|flights_4-outbound_departure_time=5:10 pm|flights_4-return_date=march 1st|flights_4-seating_class=12|trains_1-date_of_journey=later today|trains_1-from=later today|trains_1-journey_start_time=7:20 am|trains_1-number_of_adults=12|trains_1-to=washington|trains_1-trip_protection=12
24_00019,flights_4-departure_date=march 12th|flights_4-destination_airport=ny|flights_4-inbound_departure_time=12:55 pm|flights_4-is_nonstop=not|flights_4-number_of_tickets=10|flights_4-origin_airport=washington|flights_4-outbound_departure_time=12:55 pm|flights_4-return_date=march 12th|trains_1-date_of_journey=march 12th|trains_1-from=washington|trains_1-journey_start_time=6:20 am|trains_1-number_of_adults=10|trains_1-to=washington|trains_1-trip_protection=10
24_00020,flights_4-airlines=delta airlines|flights_4-departure_date=march 4th|flights_4-destination_airport=vancouver|flights_4-inbound_departure_time=4:10 am|flights_4-is_nonstop=no|flights_4-number_of_tickets=4|flights_4-origin_airport=seattle|flights_4-outbound_departure_time=4:10 am|flights_4-return_date=march 4th|flights_4-seating_class=4|trains_1-date_of_journey=march 4th|trains_1-from=march 3rd|trains_1-journey_start_time=4:10 am|trains_1-number_of_adults=4|trains_1-to=vancouver|trains_1-trip_protection=4
24_00021,flights_4-airlines=american|flights_4-departure_date=march 2nd|flights_4-destination_airport=american airlines|flights_4-inbound_arrival_time=9:20 am|flights_4-inbound_departure_time=9:20 am|flights_4-is_nonstop=ok|flights_4-number_of_tickets=4|flights_4-origin_airport=sf|flights_4-outbound_arrival_time=9:20 am|flights_4-outbound_departure_time=9:20 am|flights_4-return_date=march 2nd|flights_4-seating_class=4|trains_1-date_of_journey=march 2nd|trains_1-from=sd|trains_1-journey_start_time=12 pm|trains_1-number_of_adults=126|trains_1-to=sd|trains_1-trip_protection=ok
24_00022,flights_4-airlines=locomotive|flights_4-departure_date=march 8th|flights_4-destination_airport=los angeles|flights_4-inbound_departure_time=7 am|flights_4-is_nonstop=no|flights_4-number_of_tickets=40|flights_4-origin_airport=phoenix az|flights_4-outbound_departure_time=7 am|flights_4-return_date=march 8th|flights_4-seating_class=40|trains_1-date_of_journey=march 8th|trains_1-from=phoenix az|trains_1-journey_start_time=7 am|trains_1-number_of_adults=40|trains_1-to=los angeles|trains_1-trip_protection=40
24_00023,flights_4-departure_date=9th of this month|flights_4-destination_airport=seattle|flights_4-inbound_departure_time=9:45 am|flights_4-is_nonstop=yes|flights_4-number_of_tickets=104|flights_4-origin_airport=portland|flights_4-outbound_departure_time=9:45 am|flights_4-return_date=9th of this month|trains_1-date_of_journey=9th of this month|trains_1-from=9th of this month|trains_1-journey_start_time=9:10 am|trains_1-number_of_adults=104|trains_1-to=seattle|trains_1-trip_protection=yes
24_00024,flights_4-departure_date=1st of this month|flights_4-destination_airport=phoenix|flights_4-inbound_departure_time=9:45 am|flights_4-is_nonstop=z|flights_4-number_of_tickets=1|flights_4-origin_airport=los angeles|flights_4-outbound_departure_time=9:45 am|flights_4-return_date=1st of this month|trains_1-date_of_journey=6th of march|trains_1-from=1st of this month|trains_1-journey_start_time=6:30 am|trains_1-number_of_adults=1|trains_1-to=phoenix|trains_1-trip_protection=1
24_00025,flights_4-airlines=economy|flights_4-departure_date=sunday this week|flights_4-destination_airport=new york|flights_4-inbound_departure_time=11:45 am|flights_4-number_of_tickets=10|flights_4-origin_airport=new york|flights_4-outbound_departure_time=11:45 am|flights_4-return_date=sunday this week|flights_4-seating_class=1|trains_1-date_of_journey=march 6th|trains_1-from=new york|trains_1-journey_start_time=6 am|trains_1-number_of_adults=169|trains_1-to=new york city to chi-town|trains_1-trip_protection=yes
24_00026,flights_4-airlines=american|flights_4-departure_date=march 11th|flights_4-destination_airport=phoenix|flights_4-inbound_departure_time=12:45 pm|flights_4-is_nonstop=yes|flights_4-number_of_tickets=25|flights_4-origin_airport=san diego|flights_4-outbound_departure_time=12:45 pm|flights_4-return_date=march 11th|flights_4-seating_class=2|trains_1-date_of_journey=march 11th|trains_1-from=san diego|trains_1-journey_start_time=11:20 am|trains_1-number_of_adults=2|trains_1-to=san diego|trains_1-trip_protection=yes
